날짜,요일,식사구분,메뉴번호,메뉴명,음식분류,칼로리(kcal),단백질(g),지방(g),탄수화물(g),나트륨(mg),당류(g),식이섬유(g),콜레스테롤(mg),포화지방(g),원산지,보관방법,알레르기유발물질,비고
2026-01-09,금,조식,7,깍두기,김치류,16,28,13.2,5,817,9.9,0.9,50,1.3,국내산,상온보관,"우유,계란",
2026-01-09,금,조식,8,쿨피스,후식/음료,70,22.1,4.8,5,265,7.1,5.8,69,3,국내산,상온보관,대두,
2026-01-09,금,중식,1,찰밥,주식,380,6,5.4,76.8,537,3.6,5.2,52,6.5,국내산,냉장보관,없음,
2026-01-09,금,중식,2,순두부찌개,국/찌개,59,20.2,8.6,5,222,8.1,2.6,85,4.5,국내산,냉동보관,"밀,계란,대두",
2026-01-09,금,중식,3,멸치볶음,주찬,263,8.2,10.6,33.7,150,8.3,0.8,96,5.7,중국산,냉장보관,"계란,밀",
2026-01-09,금,중식,4,콩나물무침,부찬,55,32.9,10.6,5,340,1.4,3.6,53,2.1,국내산,상온보관,없음,
2026-01-09,금,중식,5,계란부침,부찬,65,16.9,15.7,5,188,6.8,3.4,31,1.5,중국산,상온보관,"우유,계란",
2026-01-09,금,중식,6,갓김치,김치류,-8,29.6,9.2,5,550,2.6,4.2,91,1.3,국내산,상온보관,"난류,밀,대두",
2026-01-09,금,중식,7,총각김치,김치류,21,19.7,15.5,5,287,3.3,2.1,91,6.7,국내산,냉동보관,없음,
2026-01-09,금,중식,8,과일(사과),후식/음료,66,19.7,9.6,5,800,7.8,1.1,18,5.4,미국산,상온보관,우유,
2026-01-09,금,석식,1,팥밥,주식,344,24.6,19.3,18,731,14.1,1.9,69,2.6,호주산,냉장보관,"난류,대두,밀,새우",금요특식
2026-01-09,금,석식,2,육개장,국/찌개,61,16.3,16,5,223,13,4.7,52,3.2,국내산,냉장보관,없음,금요특식
2026-01-09,금,석식,3,닭찜,주찬,232,31.7,24.8,5,576,10.7,3.7,6,6.2,국내산,상온보관,없음,금요특식
2026-01-09,금,석식,4,취나물,부찬,55,30.6,20.9,5,882,7.1,5.1,14,5.2,호주산,상온보관,"난류,밀,대두",금요특식
2026-01-09,금,석식,5,우엉조림,부찬,108,9.9,7.5,5,575,3.2,3.8,22,3.5,국내산,상온보관,대두,금요특식
2026-01-09,금,석식,6,깍두기,김치류,6,30.9,14,5,820,11.1,4.5,54,7,중국산,냉장보관,"난류,밀,대두",금요특식
2026-01-09,금,석식,7,파김치,김치류,-6,17.1,6.5,5,657,1.4,1.7,17,4.9,미국산,냉장보관,없음,금요특식
2026-01-09,금,석식,8,과일(오렌지),후식/음료,60,33.9,22.8,5,257,7.6,5.7,94,4.4,중국산,냉동보관,"우유,계란",금요특식
2026-01-10,토,조식,1,찰밥,주식,351,28.4,21.6,10.8,726,11.9,5,9,7.5,국내산,상온보관,"계란,밀",
2026-01-10,토,조식,2,된장찌개,국/찌개,75,19.2,23.9,5,871,1.6,4.8,45,3.9,호주산,냉장보관,없음,
2026-01-10,토,조식,3,햄볶음,주찬,239,5.6,21.9,5,319,13.5,5.5,116,6.9,미국산,냉동보관,"계란,밀",
2026-01-10,토,조식,4,숙주나물,부찬,52,11.8,17.1,5,249,6.5,5,40,0.5,국내산,냉동보관,우유,
2026-01-10,토,조식,5,버섯볶음,부찬,72,18.3,18.3,5,247,8,3.3,38,3.8,중국산,냉장보관,"우유,계란",
2026-01-10,토,조식,6,오이소박이,김치류,20,15.9,17.5,5,869,6.7,3,77,7.6,국내산,상온보관,"난류,대두,밀,새우",
2026-01-10,토,조식,7,갓김치,김치류,29,6.1,24.7,5,668,1.1,5.4,68,4,국내산,상온보관,없음,
2026-01-10,토,조식,8,두유,후식/음료,86,15,3,5,823,12.6,2.8,87,7.8,국내산,냉장보관,"우유,계란",
2026-01-10,토,중식,1,찰밥,주식,378,7.8,20.4,40.8,786,2.9,3.9,83,1.8,국내산,냉동보관,"계란,밀",
2026-01-10,토,중식,2,감자국,국/찌개,73,22.7,7.2,5,730,6.5,2.2,32,3.4,국내산,냉장보관,"우유,계란",
2026-01-10,토,중식,3,돼지불고기,주찬,230,12.7,9.9,22.5,476,8.6,4.2,31,2.5,호주산,냉장보관,"계란,밀",
2026-01-10,토,중식,4,파프리카무침,부찬,69,18.3,20.6,5,824,9.3,5.8,69,6.9,국내산,상온보관,"대두,밀",
2026-01-10,토,중식,5,연근조림,부찬,58,13.8,11.8,5,898,10.1,4.9,81,0.7,미국산,냉장보관,"밀,계란,대두",
2026-01-10,토,중식,6,백김치,김치류,45,5.1,10.9,5,420,14.3,1.1,79,5.1,국내산,냉동보관,우유,
2026-01-10,토,중식,7,오이소박이,김치류,-2,34.3,18.6,5,427,4,1.8,69,0.7,호주산,냉장보관,없음,
2026-01-10,토,중식,8,젤리,후식/음료,89,17.1,22,5,225,2.6,3.6,40,3.7,미국산,냉동보관,없음,
2026-01-10,토,석식,1,현미밥,주식,339,15.5,22.1,19.5,730,11,1.8,55,2.6,국내산,냉동보관,없음,
2026-01-10,토,석식,2,황태해장국,국/찌개,53,7.1,16.1,5,599,12.3,0.8,35,7.3,국내산,상온보관,없음,
2026-01-10,토,석식,3,제육볶음,주찬,232,21.3,8.6,17.4,195,10.5,5.1,70,1,국내산,상온보관,"대두,밀",
2026-01-10,토,석식,4,숙주나물,부찬,55,8.7,18.5,5,849,5.2,4.9,46,2.8,국내산,냉장보관,없음,
2026-01-10,토,석식,5,호박볶음,부찬,83,19.4,12.4,5,623,3.5,3.1,64,7.3,중국산,냉장보관,"우유,계란",
2026-01-10,토,석식,6,동치미,김치류,27,5.3,10.1,5,235,4.3,0.6,3,4.3,국내산,상온보관,우유,
2026-01-10,토,석식,7,깍두기,김치류,6,28,22.2,5,281,4.6,5.5,116,3.4,국내산,상온보관,우유,
2026-01-10,토,석식,8,과일(귤),후식/음료,65,23.6,20.9,5,878,1.4,1.3,88,3.1,국내산,냉장보관,"계란,밀",
2026-01-11,일,조식,1,오곡밥,주식,364,19.4,22.3,21.4,421,14.5,4.4,0,2.2,국내산,냉동보관,"계란,밀",
2026-01-11,일,조식,2,두부된장찌개,국/찌개,103,8.8,13.3,5,243,7.6,0.6,65,3.3,미국산,냉장보관,대두,
2026-01-11,일,조식,3,닭볶음탕,주찬,252,15,18.8,5.7,695,6.3,0.6,25,7.1,국내산,상온보관,"밀,대두,새우",
2026-01-11,일,조식,4,콩나물무침,부찬,67,32.2,7.1,5,658,12,5.2,101,7.7,중국산,냉동보관,없음,
2026-01-11,일,조식,5,계란부침,부찬,97,17.1,24,5,300,14.5,4.1,61,2.3,호주산,냉장보관,"밀,계란,대두",
2026-01-11,일,조식,6,파김치,김치류,47,22.4,12.5,5,271,13.1,2.3,43,5.7,국내산,냉장보관,"난류,밀,대두",
2026-01-11,일,조식,7,배추김치,김치류,36,16.3,12.8,5,787,6.3,2.2,67,4.4,국내산,냉장보관,우유,
2026-01-11,일,조식,8,푸딩,후식/음료,68,15.2,16.2,5,536,8.3,3.2,47,3.6,국내산,상온보관,"밀,계란,대두",
2026-01-11,일,중식,1,현미밥,주식,374,16.8,9.4,55.5,493,10.3,5.7,36,1.9,중국산,냉장보관,"우유,계란",
2026-01-11,일,중식,2,동태찌개,국/찌개,60,27.9,5.4,5,856,8.5,5.5,3,2.8,국내산,냉동보관,"계란,밀",
2026-01-11,일,중식,3,삼치구이,주찬,268,9.4,22.5,7,730,9.4,5.4,101,3,국내산,냉장보관,"우유,계란",
2026-01-11,일,중식,4,콩나물무침,부찬,66,19.4,9.1,5,684,1.5,5,81,4.9,국내산,냉동보관,"계란,밀",
2026-01-11,일,중식,5,당근조림,부찬,66,24.2,11.8,5,823,5.7,3.2,120,6.3,국내산,냉동보관,우유,
2026-01-11,일,중식,6,깍두기,김치류,34,25.5,5,5,871,4.2,5.4,65,2.4,미국산,상온보관,없음,
2026-01-11,일,중식,7,오이소박이,김치류,17,28.3,4.9,5,543,7.7,3.6,18,1.1,국내산,냉장보관,없음,
2026-01-11,일,중식,8,과일(오렌지),후식/음료,76,27.3,23.6,5,746,7.7,4.7,30,2.9,국내산,냉동보관,"난류,대두,밀,새우",
2026-01-11,일,석식,1,현미밥,주식,345,17.4,23.9,15.1,303,9.6,4.4,72,7.5,국내산,냉동보관,"대두,밀",
2026-01-11,일,석식,2,김치찌개,국/찌개,109,11.3,10,5,693,3.2,2.7,88,1.5,미국산,상온보관,"대두,밀",
2026-01-11,일,석식,3,갈치구이,주찬,247,9.1,18.6,10.8,865,3.2,3.3,34,0.9,국내산,냉장보관,없음,
2026-01-11,일,석식,4,시금치나물,부찬,64,13.3,5,5,209,8.8,5.9,40,1.5,국내산,상온보관,"밀,계란,대두",
2026-01-11,일,석식,5,멸치볶음,부찬,80,21.1,19.2,5,567,5,3.7,63,6.2,국내산,냉장보관,대두,
2026-01-11,일,석식,6,석박지,김치류,40,5.8,19.5,5,360,9.9,2.7,93,7.1,호주산,상온보관,없음,
2026-01-11,일,석식,7,오이소박이,김치류,-1,29.4,11.9,5,255,12.5,2.9,101,2.3,미국산,냉장보관,대두,
2026-01-11,일,석식,8,아이스크림,후식/음료,114,34.1,5.7,5,761,7.6,3.4,24,1.6,국내산,상온보관,"밀,대두,새우",
2026-01-12,월,조식,1,기장밥,주식,331,34.4,18.8,6,350,2.6,5.2,108,7.6,미국산,상온보관,"밀,대두,새우",
2026-01-12,월,조식,2,삼계탕국물,국/찌개,57,11,13.7,5,543,14.5,2.2,25,4.6,국내산,상온보관,없음,
2026-01-12,월,조식,3,돈까스,주찬,228,25.5,21.6,5,257,12.2,1.7,18,7.3,호주산,냉장보관,우유,
2026-01-12,월,조식,4,상추무침,부찬,89,18.5,24.2,5,528,2.5,5.1,95,7.1,국내산,냉동보관,"밀,계란,대두",
2026-01-12,월,조식,5,두부부침,부찬,110,15.2,15.3,5,153,8.4,0.7,28,4,국내산,상온보관,"밀,계란,대두",
2026-01-12,월,조식,6,갓김치,김치류,45,12.3,6.4,5,571,11.3,1,58,3.4,국내산,냉장보관,없음,
2026-01-12,월,조식,7,배추김치,김치류,12,6.2,18.5,5,689,4.3,4.1,20,6.6,국내산,상온보관,대두,
2026-01-12,월,조식,8,식혜,후식/음료,81,19.5,14.2,5,258,10.2,6,94,1.2,미국산,상온보관,없음,
2026-01-12,월,중식,1,기장밥,주식,351,20.1,23.9,13.9,380,7,4.3,17,5.7,호주산,냉동보관,"밀,대두,새우",
2026-01-12,월,중식,2,북어국,국/찌개,92,5.2,15,5,802,5.5,1.6,78,0.5,국내산,냉장보관,없음,
2026-01-12,월,중식,3,꽁치조림,주찬,264,12.2,24.6,5,784,9.8,3.5,105,7.3,국내산,상온보관,"우유,계란",
2026-01-12,월,중식,4,도라지무침,부찬,86,21.2,5.7,5,834,5.2,2.1,102,4.8,국내산,냉동보관,없음,
2026-01-12,월,중식,5,당근조림,부찬,93,19.6,21.7,5,759,1.2,2,5,2.6,호주산,상온보관,없음,
2026-01-12,월,중식,6,열무김치,김치류,45,10.6,7,5,778,10,1.6,25,2.8,국내산,냉동보관,"우유,계란",
2026-01-12,월,중식,7,총각김치,김치류,24,23.7,13.9,5,581,11.5,0.8,88,6.9,미국산,상온보관,없음,
2026-01-12,월,중식,8,과일(오렌지),후식/음료,73,10.1,21.3,5,846,8,0.9,26,1.4,중국산,상온보관,"난류,대두,밀,새우",
2026-01-12,월,석식,1,쌀밥,주식,323,22.8,7.3,41.5,160,9.5,5.8,63,3.7,국내산,냉장보관,대두,
2026-01-12,월,석식,2,갈비탕,국/찌개,86,17.1,13.4,5,552,1.6,4.9,88,3.1,국내산,상온보관,없음,
2026-01-12,월,석식,3,참치전,주찬,268,34.7,11,7.5,396,4.7,3.3,13,6.7,국내산,상온보관,없음,
2026-01-12,월,석식,4,브로콜리무침,부찬,75,17.5,24.3,5,563,4.8,1.8,58,6.1,국내산,냉동보관,"계란,밀",
2026-01-12,월,석식,5,아스파라거스볶음,부찬,68,13,10.5,5,671,9.7,2.3,36,5.8,미국산,냉동보관,"계란,밀",
2026-01-12,월,석식,6,백김치,김치류,-7,10.6,5.5,5,228,12.9,2.9,21,1.5,미국산,냉동보관,"난류,밀,대두",
2026-01-12,월,석식,7,오이소박이,김치류,43,7.5,13.6,5,468,10.6,3,89,1.8,국내산,냉장보관,우유,
2026-01-12,월,석식,8,두유,후식/음료,99,28.9,13.4,5,874,13.6,0.8,67,0.7,국내산,상온보관,없음,
2026-01-13,화,조식,1,흑미밥,주식,365,34.8,8.7,36.9,516,8.5,3.7,96,5.1,호주산,상온보관,"난류,대두,밀,새우",
2026-01-13,화,조식,2,황태해장국,국/찌개,60,24.6,9.1,5,525,5,1.7,5,4.3,국내산,냉장보관,"대두,밀",
2026-01-13,화,조식,3,소불고기,주찬,263,9.3,8.4,37.5,778,7.3,4.5,65,3.8,호주산,냉장보관,없음,
2026-01-13,화,조식,4,숙주나물,부찬,61,9.2,21.4,5,278,5,1.1,67,4.3,국내산,냉장보관,"밀,계란,대두",
2026-01-13,화,조식,5,멸치볶음,부찬,53,31.1,16.2,5,542,7.3,4.9,27,2.1,미국산,상온보관,대두,
2026-01-13,화,조식,6,파김치,김치류,25,10.2,9.3,5,564,1.3,2.6,81,5.1,국내산,냉장보관,"계란,밀",
2026-01-13,화,조식,7,갓김치,김치류,1,29.5,6.5,5,426,14,5.2,118,2.8,호주산,냉장보관,없음,
2026-01-13,화,조식,8,과일(바나나),후식/음료,65,14.3,19.1,5,570,8,1.1,109,5.9,국내산,냉동보관,없음,
2026-01-13,화,중식,1,쌀밥,주식,349,15.5,12.2,44.3,421,7.8,3.7,111,3.8,중국산,상온보관,"우유,계란",
2026-01-13,화,중식,2,부대찌개,국/찌개,92,34.3,9.6,5,799,5.6,2.2,99,3.2,국내산,냉장보관,"난류,밀,대두",
2026-01-13,화,중식,3,닭볶음탕,주찬,223,17,7,23,169,8,2.9,52,6.2,국내산,냉장보관,없음,
2026-01-13,화,중식,4,시금치나물,부찬,58,32.5,19.3,5,452,8.4,0.8,67,7.5,국내산,상온보관,"우유,계란",
2026-01-13,화,중식,5,감자조림,부찬,77,12.6,9.3,5,222,4,4.4,48,1.9,국내산,냉장보관,우유,
2026-01-13,화,중식,6,깍두기,김치류,34,19,5.2,5,304,2.3,3.5,23,2.1,호주산,상온보관,"대두,밀",
2026-01-13,화,중식,7,깍두기,김치류,38,21.5,20.7,5,181,1,3.7,13,5.9,국내산,상온보관,"계란,밀",
2026-01-13,화,중식,8,과일(수박),후식/음료,114,14.7,7.8,5,725,10.9,3,17,2.4,미국산,냉장보관,우유,
2026-01-13,화,석식,1,찰밥,주식,323,15.9,3.8,56.3,209,14.5,5.1,9,4.1,미국산,상온보관,없음,
2026-01-13,화,석식,2,두부된장찌개,국/찌개,69,20.7,15.4,5,877,2.1,3.8,22,1.7,국내산,냉동보관,없음,
2026-01-13,화,석식,3,제육볶음,주찬,264,8.8,8.6,37.9,405,13.3,5,75,4.2,국내산,냉장보관,없음,
2026-01-13,화,석식,4,도라지무침,부찬,73,15.7,9.7,5,456,6.4,5.5,64,2.9,국내산,상온보관,없음,
2026-01-13,화,석식,5,콩조림,부찬,100,24.3,14.2,5,877,9.4,4.8,82,2.9,국내산,냉동보관,"난류,대두,밀,새우",
2026-01-13,화,석식,6,동치미,김치류,7,19.2,19.5,5,790,8.9,5,22,3.7,미국산,냉장보관,"계란,밀",
2026-01-13,화,석식,7,깍두기,김치류,26,25.4,14.8,5,620,6,5.7,18,7.4,국내산,냉장보관,없음,
2026-01-13,화,석식,8,과일(바나나),후식/음료,66,11.4,19.4,5,506,10.8,2.1,28,5.5,국내산,상온보관,없음,
2026-01-14,수,조식,1,팥밥,주식,338,18.6,7.5,49,150,10.8,5.9,53,7.8,국내산,상온보관,없음,
2026-01-14,수,조식,2,미역국,국/찌개,64,19.8,9.2,5,703,6.4,0.9,57,4.7,국내산,냉장보관,없음,
2026-01-14,수,조식,3,고등어조림,주찬,278,27.9,19.8,5,734,11.7,1.1,14,6.1,국내산,냉동보관,"난류,밀,대두",
2026-01-14,수,조식,4,양배추무침,부찬,67,10.8,5,5,606,2,2,56,2.4,국내산,냉장보관,"계란,밀",
2026-01-14,수,조식,5,멸치볶음,부찬,98,21.4,10.5,5,774,11.4,4.1,106,2.2,호주산,냉장보관,"우유,계란",
2026-01-14,수,조식,6,열무김치,김치류,9,25.6,5,5,479,10.9,1.4,29,3.4,국내산,상온보관,"우유,계란",
2026-01-14,수,조식,7,갓김치,김치류,24,30.9,14.1,5,864,3.4,0.7,97,8,국내산,상온보관,없음,
2026-01-14,수,조식,8,수정과,후식/음료,116,26.8,16.7,5,588,2.3,1.2,12,3.1,국내산,냉장보관,"대두,밀",
2026-01-14,수,중식,1,흑미밥,주식,335,21.5,15.1,28.3,451,1.7,4.6,78,7.4,호주산,냉장보관,없음,
2026-01-14,수,중식,2,미역국,국/찌개,67,34.2,21.6,5,585,9.7,4.2,83,2.9,국내산,냉동보관,없음,
2026-01-14,수,중식,3,닭갈비,주찬,280,31.3,7,23,381,1.5,3.6,30,6,중국산,냉동보관,"대두,밀",
2026-01-14,수,중식,4,파프리카무침,부찬,48,28.6,12.8,5,251,12.8,4.5,108,1.8,호주산,상온보관,없음,
2026-01-14,수,중식,5,풋고추볶음,부찬,86,14.3,6.4,5,775,7.2,4,93,0.6,국내산,상온보관,"밀,계란,대두",
2026-01-14,수,중식,6,파김치,김치류,20,21.7,19.3,5,652,11.2,5,40,7.5,국내산,상온보관,"난류,대두,밀,새우",
2026-01-14,수,중식,7,백김치,김치류,34,23.5,19.5,5,882,5.3,5.9,114,3.1,호주산,냉장보관,대두,
2026-01-14,수,중식,8,푸딩,후식/음료,105,7.4,15.6,5,844,7.2,1.4,75,0.7,국내산,냉장보관,우유,
2026-01-14,수,석식,1,잡곡밥,주식,361,32.8,23.2,5.3,424,9.9,2.2,53,1,호주산,냉동보관,"밀,계란,대두",
2026-01-14,수,석식,2,콩나물국,국/찌개,75,13.3,3.8,5,370,11,2.1,64,1.7,미국산,상온보관,없음,
2026-01-14,수,석식,3,생선까스,주찬,245,19.7,10.3,18.4,585,8.5,2.3,11,4.7,국내산,상온보관,"우유,계란",
2026-01-14,수,석식,4,무생채,부찬,30,16.1,5.8,5,183,8,0.7,93,1.7,국내산,냉장보관,"난류,대두,밀,새우",
2026-01-14,수,석식,5,멸치볶음,부찬,87,16,14.9,5,301,7.2,5.5,100,3.8,미국산,상온보관,"밀,계란,대두",
2026-01-14,수,석식,6,오이소박이,김치류,40,17,15.3,5,864,6.3,0.9,70,1.9,국내산,상온보관,"계란,밀",
2026-01-14,수,석식,7,깍두기,김치류,-1,31.5,15.5,5,461,6.1,2.8,115,2.3,국내산,냉동보관,대두,
2026-01-14,수,석식,8,푸딩,후식/음료,68,27.2,17.7,5,684,3.8,0.6,112,0.7,국내산,냉동보관,"밀,계란,대두",
2026-01-15,목,조식,1,팥밥,주식,338,18,23.3,14.1,403,10.8,1.6,100,7.3,중국산,냉장보관,대두,
2026-01-15,목,조식,2,시금치된장국,국/찌개,50,29.6,9.1,5,393,5.7,3.6,32,5.1,국내산,냉장보관,"밀,대두,새우",
2026-01-15,목,조식,3,갈치구이,주찬,279,34.7,3.7,26.7,555,4,1.8,95,5.7,미국산,냉장보관,우유,
2026-01-15,목,조식,4,파프리카무침,부찬,50,13,4.1,5,160,6.8,5.3,76,5.3,국내산,냉동보관,"난류,대두,밀,새우",
2026-01-15,목,조식,5,우엉조림,부찬,79,14.6,22.7,5,393,9,3.2,98,2.1,중국산,냉동보관,없음,
2026-01-15,목,조식,6,석박지,김치류,16,28.4,21.6,5,256,12.8,3.5,64,1.3,국내산,상온보관,없음,
2026-01-15,목,조식,7,백김치,김치류,-9,20.7,20.4,5,323,4.4,5.8,80,1.4,국내산,냉장보관,없음,
2026-01-15,목,조식,8,두유,후식/음료,120,25.1,21.7,5,232,1.9,4,94,2.6,미국산,상온보관,없음,
2026-01-15,목,중식,1,보리밥,주식,332,18.6,17.5,25,188,14.7,0.7,96,4.1,국내산,냉장보관,"밀,대두,새우",
2026-01-15,목,중식,2,미역국,국/찌개,88,30.4,16.6,5,525,14.4,5.6,57,1,국내산,상온보관,"난류,밀,대두",
2026-01-15,목,중식,3,제육볶음,주찬,267,27.9,8.5,19.7,473,1.3,4,116,1,국내산,상온보관,대두,
2026-01-15,목,중식,4,당근무침,부찬,72,12.9,24.5,5,269,10.1,0.6,30,4.2,호주산,냉장보관,"계란,밀",
2026-01-15,목,중식,5,호박볶음,부찬,103,22.3,11.7,5,326,14.2,4.2,74,7.8,국내산,상온보관,"난류,대두,밀,새우",
2026-01-15,목,중식,6,동치미,김치류,6,33,21.7,5,470,6.7,5.2,81,7.3,국내산,상온보관,"난류,밀,대두",
2026-01-15,목,중식,7,백김치,김치류,43,34.9,17.7,5,431,9.8,5,1,2.2,호주산,냉장보관,"난류,대두,밀,새우",
2026-01-15,목,중식,8,푸딩,후식/음료,93,24.3,18,5,542,13.3,5.4,1,0.6,국내산,냉장보관,"우유,계란",
2026-01-15,목,석식,1,현미밥,주식,350,20.2,13,38,202,7.1,2.3,112,2.8,국내산,상온보관,없음,
2026-01-15,목,석식,2,김치찌개,국/찌개,109,22.3,18,5,403,4,1.1,112,2.6,호주산,냉동보관,없음,
2026-01-15,목,석식,3,닭찜,주찬,275,5.4,18.5,21.7,342,4.7,1.8,102,4.5,국내산,상온보관,"계란,밀",
2026-01-15,목,석식,4,파프리카무침,부찬,62,28.5,21.7,5,885,10.9,5.5,74,4.7,호주산,냉장보관,우유,
2026-01-15,목,석식,5,감자조림,부찬,77,21.7,24.6,5,893,4.6,0.7,52,4.1,국내산,냉동보관,"밀,계란,대두",
2026-01-15,목,석식,6,열무김치,김치류,46,26.1,18.5,5,867,12.8,3.4,31,1.6,국내산,냉동보관,"계란,밀",
2026-01-15,목,석식,7,배추김치,김치류,-4,21,19.3,5,228,10.9,0.7,25,1.7,국내산,냉장보관,"난류,밀,대두",
2026-01-15,목,석식,8,과일(사과),후식/음료,82,6.1,19.9,5,279,2.5,4,57,7.4,국내산,상온보관,"우유,계란",
2026-01-16,금,조식,1,잡곡밥,주식,327,12.3,18.9,26.9,678,12.1,5.7,36,4.1,국내산,냉장보관,"대두,밀",
2026-01-16,금,조식,2,동태찌개,국/찌개,76,19.9,9.4,5,831,14.5,4.8,105,2,국내산,냉장보관,"난류,대두,밀,새우",
2026-01-16,금,조식,3,계란말이,주찬,248,25.2,11,12,849,14.5,0.9,74,6.4,국내산,상온보관,대두,
2026-01-16,금,조식,4,파프리카무침,부찬,69,14.6,7.8,5,493,3.6,0.5,21,0.8,중국산,냉장보관,"우유,계란",
2026-01-16,금,조식,5,연근조림,부찬,58,33.2,15.8,5,684,2.2,5.9,118,3.3,중국산,상온보관,없음,
2026-01-16,금,조식,6,깍두기,김치류,37,27.5,6.4,5,487,12.4,5.2,73,1.5,국내산,냉장보관,"우유,계란",
2026-01-16,금,조식,7,열무김치,김치류,21,24.7,21.9,5,460,3.4,5.6,65,2,국내산,냉장보관,"난류,밀,대두",
2026-01-16,금,조식,8,쿨피스,후식/음료,95,14,3.2,5,164,9.5,2.5,85,1.3,호주산,상온보관,없음,
2026-01-16,금,중식,1,현미밥,주식,359,10.2,12.5,51.4,232,7.5,4.9,4,0.8,국내산,냉장보관,"대두,밀",
2026-01-16,금,중식,2,된장찌개,국/찌개,60,31.9,15.9,5,880,10.3,4.4,72,2.3,국내산,냉장보관,없음,
2026-01-16,금,중식,3,돼지불고기,주찬,222,16.6,6.6,24,372,14.2,0.6,8,7.4,국내산,냉장보관,없음,
2026-01-16,금,중식,4,시금치나물,부찬,61,8.4,6.5,5,553,7.3,5.8,113,4.7,국내산,상온보관,"대두,밀",
2026-01-16,금,중식,5,감자조림,부찬,71,6.5,19.2,5,739,11.6,1.8,90,6.9,국내산,냉장보관,"대두,밀",
2026-01-16,금,중식,6,열무김치,김치류,-3,28.9,8,5,748,6,0.8,31,3.1,국내산,상온보관,"계란,밀",
2026-01-16,금,중식,7,열무김치,김치류,21,17.2,23.4,5,858,8.3,5.8,31,4.2,미국산,상온보관,"난류,밀,대두",
2026-01-16,금,중식,8,과일(포도),후식/음료,106,9,24.1,5,756,7.3,3.9,43,4.5,미국산,상온보관,"난류,밀,대두",
2026-01-16,금,석식,1,흑미밥,주식,328,6.4,17,37.3,165,7.9,4.9,39,4.1,호주산,상온보관,없음,금요특식
2026-01-16,금,석식,2,동태찌개,국/찌개,71,22.1,15.4,5,553,4.4,4.6,34,5.6,미국산,상온보관,"난류,대두,밀,새우",금요특식
2026-01-16,금,석식,3,햄볶음,주찬,243,9.6,10.2,28.2,310,9.5,4.9,61,2.8,국내산,냉장보관,우유,금요특식
2026-01-16,금,석식,4,콩나물무침,부찬,33,18.4,18,5,655,8.2,4.9,45,5.6,중국산,냉장보관,대두,금요특식
